"id","ym","duration_cat","sales_amt_cat","sales_cnt_cat","unique_cust_cat","aov_cat","ind_sales_amt_rat","ind_sales_cnt_rat","ind_rank_rat","ind_cancel_rat","has_dlv_cat","m_rat","f_rat","age_20_under_rat","age_30_rat","age_40_rat","age_50_rat","age_60_over_rat","m_20_under_rat","m_30_rat","m_40_rat","m_50_rat","m_60_over_rat","f_20_under_rat","f_30_rat","f_40_rat","f_50_rat","f_60_over_rat","re_cust_rat","new_cust_rat","resid_cust_rat","office_cust_rat","move_cust_rat","is_brand","big_ind","dong"
"BE8BE0B9CF","2024-10-01",4,4,3,3,5,39.1,191.1,43.1,17.1,1,29.8,70.2,9.9,22.1,40.4,16.5,11.1,2.9502,6.5858,12.0392,4.917,3.3078,6.9498,15.5142,28.3608,11.583,7.7922,38.14,6.78,62.8,6.4,30.8,1,"커피-음료","옥수동"
"BECBEDC4A9","2023-01-01",4,1,4,3,1,251,87.5,5.8,17.5,1,45.045,55.055,21.5,43.6,17.8,10.4,6.8,9.675,19.62,8.01,4.68,3.06,11.825,23.98,9.79,5.72,3.74,5.6,7.67,25.5,0,74.5,1,"양식음식점","금호1가동"
"C530609FDA","2023-09-01",4,3,4,3,3,110.4,91.5,11.1,20.8,1,55.3,44.7,78,14.8,1.6,4.8,0.8,43.134,8.1844,0.8848,2.6544,0.4424,34.866,6.6156,0.7152,2.1456,0.3576,15.25,5.55,25,6.3,68.8,1,"한식음식점","사근동"
"C8BFE622A5","2023-12-01",6,5,5,5,5,2,6.7,86.4,17.3,1,24.1,75.9,61.9,28.6,0,9.5,0,14.9179,6.8926,0,2.2895,0,46.9821,21.7074,0,7.2105,0,14.29,23.81,0,0,100,1,"한식음식점","성수2가제1동"
"D63B351295","2024-03-01",3,2,2,2,4,143.1,187.2,12.5,16.5,1,70.1,29.9,12.4,17.9,20.9,25.2,23.6,8.6924,12.5479,14.6509,17.6652,16.5436,3.7076,5.3521,6.2491,7.5348,7.0564,31.94,6.51,47.5,17.7,34.8,1,"중식음식점","행당제1동"
"E6738F086C","2023-12-01",4,5,4,4,5,9.9,16.4,67.3,14,1,34.5,65.5,21.5,32.7,17.9,17.9,10,7.4175,11.2815,6.1755,6.1755,3.45,14.0825,21.4185,11.7245,11.7245,6.55,34.25,4.57,53.8,3.8,42.3,1,"제과점","성수2가제1동"
"F27FC18E41","2024-12-01",4,5,5,5,3,8.6,20.5,37.5,14.9,1,49.2,50.8,12.5,45.6,33.1,3.7,5.1,6.15,22.4352,16.2852,1.8204,2.5092,6.35,23.1648,16.8148,1.8796,2.5908,24.14,5.17,33.3,33.3,33.3,1,"호프-간이주점","왕십리도선동"
"F27FC18E41","2023-03-01",5,4,5,4,2,22.8,36.5,29.4,8.7,1,58.7,41.3,19.4,43.9,26.7,6.1,3.9,11.3878,25.7693,15.6729,3.5807,2.2893,8.0122,18.1307,11.0271,2.5193,1.6107,22.45,6.12,38.5,0,61.5,1,"호프-간이주점","왕십리도선동"
"F27FC18E41","2024-07-01",4,4,4,4,2,36.8,44.4,24.4,13.3,1,72.4,27.6,14.6,45.9,31.9,5.4,2.2,10.5704,33.2316,23.0956,3.9096,1.5928,4.0296,12.6684,8.8044,1.4904,0.6072,28.97,4.14,53.8,0,46.2,1,"호프-간이주점","왕십리도선동"
"104031A6C2","2023-05-01",4,6,6,6,6,0,0,34.9,11.6,1,57.7,42.3,0,0,28,48,24,0,0,16.156,27.696,13.848,0,0,11.844,20.304,10.152,11.76,0,NA,NA,NA,1,"육류판매","마장동"
"12A28908F1","2024-12-01",5,3,1,1,5,163.4,347.4,9.5,18,1,38.9,61.1,35.6,32.7,13,11.3,7.4,13.8484,12.7203,5.057,4.3957,2.8786,21.7516,19.9797,7.943,6.9043,4.5214,29.79,6.39,32.7,10.9,56.4,0,"커피-음료","행당제1동"
"150889572A","2023-11-01",4,6,6,6,6,0,0,54.6,14.1,1,28.7712,71.1288,44.3,36.7,12.9,5.1,0.9,12.7584,10.5696,3.7152,1.4688,0.2592,31.5416,26.1304,9.1848,3.6312,0.6408,13.06,0,NA,NA,NA,1,"제과점","성수1가제2동"
"150889572A","2024-05-01",4,6,6,6,6,0,0,68.6,14.6,1,26.6733,73.2267,44.1,34.2,14.9,5.5,1.2,11.7747,9.1314,3.9783,1.4685,0.3204,32.3253,25.0686,10.9217,4.0315,0.8796,10.66,0,NA,NA,NA,1,"제과점","성수1가제2동"
"19DC3A560D","2023-06-01",3,4,4,4,4,62.3,38.7,19.1,9.6,1,31.2,68.8,1.2,17.8,12.6,24.3,44.1,0.3744,5.5536,3.9312,7.5816,13.7592,0.8256,12.2464,8.6688,16.7184,30.3408,43.38,5.15,82.6,0,17.4,1,"반찬가게","금호2.3가동"
"19DC3A560D","2023-05-01",3,5,4,4,4,36.6,26.6,20.4,9.7,1,30.7,69.3,1.3,17.8,12.2,24.8,43.9,0.3991,5.4646,3.7454,7.6136,13.4773,0.9009,12.3354,8.4546,17.1864,30.4227,38.93,2.29,81.3,0,18.8,1,"반찬가게","금호2.3가동"
"202266AAE4","2023-07-01",5,2,1,1,4,272,517.9,6,17,1,21.6,78.4,58,25.3,6.8,8.1,1.8,12.528,5.4648,1.4688,1.7496,0.3888,45.472,19.8352,5.3312,6.3504,1.4112,19.49,7.01,14.7,11.9,73.4,1,"한식음식점","성수2가제3동"
"202266AAE4","2024-04-01",4,2,2,1,4,191.7,420.4,7.7,17.5,1,22.3,77.7,55.4,26.8,7.4,8.3,2.1,12.3542,5.9764,1.6502,1.8509,0.4683,43.0458,20.8236,5.7498,6.4491,1.6317,21.97,6.49,10.3,12.8,77,1,"한식음식점","성수2가제3동"
"2358FEB402","2023-12-01",2,1,3,3,1,649.6,118.4,1.2,12.2,1,76.5,23.5,6.4,27.5,21.4,25.7,19,4.896,21.0375,16.371,19.6605,14.535,1.504,6.4625,5.029,6.0395,4.465,12.83,9.02,12.3,4.6,83.1,1,"육류판매","마장동"
"2FB0335820","2024-08-01",4,6,6,6,6,0,0,42,12.9,1,80.2,19.8,0,10.5,36.8,47.4,5.3,0,8.421,29.5136,38.0148,4.2506,0,2.079,7.2864,9.3852,1.0494,29.41,0,NA,NA,NA,1,"호프-간이주점","금호2.3가동"
"3B10BE8CBB","2023-08-01",3,5,5,5,2,7.7,1.8,6.8,12,1,57.6,42.4,17.9,43.2,9.5,16.8,12.6,10.3104,24.8832,5.472,9.6768,7.2576,7.5896,18.3168,4.028,7.1232,5.3424,17.53,2.06,0,50,50,1,"육류판매","마장동"
"3F53A733C8","2023-01-01",6,5,4,4,5,12.8,15.6,85.9,12.6,0,40.3,59.7,22.9,51.4,11.4,2.9,11.4,9.2287,20.7142,4.5942,1.1687,4.5942,13.6713,30.6858,6.8058,1.7313,6.8058,5.56,100,51.4,17.1,31.4,1,"제과점","성수1가제2동"
"4F98FE8D27","2024-10-01",2,6,5,5,4,1.6,3.5,81.4,18.9,1,77.1,22.9,5,5,20,30,40,3.855,3.855,15.42,23.13,30.84,1.145,1.145,4.58,6.87,9.16,33.33,5.56,0,0,100,1,"한식음식점","마장동"
"57B4E2F996","2024-07-01",3,5,5,5,3,3.9,3.8,65.5,17.3,1,78.3,21.7,15.1,23.3,8.2,34.2,19.2,11.8233,18.2439,6.4206,26.7786,15.0336,3.2767,5.0561,1.7794,7.4214,4.1664,18.92,4.05,33.3,33.3,33.3,1,"한식음식점","왕십리도선동"
"61574AF3E1","2023-08-01",5,4,3,4,5,45,34.8,39.3,13,0,73.8,26.2,39.2,32.2,15.1,11.5,2,28.9296,23.7636,11.1438,8.487,1.476,10.2704,8.4364,3.9562,3.013,0.524,29.94,6.05,21.2,30.3,48.5,1,"커피-음료","용답동"
"61A7EE0050","2024-06-01",3,4,5,5,1,69.2,5.4,14,7.2,1,41.2412,58.8588,3.7,6.2,6.2,21,63,1.5244,2.5544,2.5544,8.652,25.956,2.1756,3.6456,3.6456,12.348,37.044,18.75,3.75,50,0,50,1,"제과점","금호2.3가동"
"69C015926E","2023-09-01",5,4,3,3,4,54.9,79.6,18.4,17,1,45.8,54.2,30.7,36.1,17.8,10.4,5,14.0606,16.5338,8.1524,4.7632,2.29,16.6394,19.5662,9.6476,5.6368,2.71,28.35,2.64,22.5,30,47.5,1,"한식음식점","성수2가제1동"
"6ED7CA8900","2024-03-01",5,6,6,6,6,0,0,73.8,19.5,1,23.6236,76.4764,46.7,40,6.7,6.7,0,11.0212,9.44,1.5812,1.5812,0,35.6788,30.56,5.1188,5.1188,0,0,0,NA,NA,NA,1,"양식음식점","성수1가제1동"
"81109044D7","2023-10-01",4,4,4,4,4,28.7,79,32.8,20.4,1,32.967,66.933,4,21.9,28.5,27.8,17.7,1.32,7.227,9.405,9.174,5.841,2.68,14.673,19.095,18.626,11.859,50,1.59,69,6.9,24.1,1,"한식음식점","행당제1동"
"8A5378CE22","2023-03-01",5,4,3,3,4,73.5,174.4,28.8,15.9,1,37.0629,62.8371,59.4,18.5,9.3,10.6,2.1,22.0374,6.8635,3.4503,3.9326,0.7791,37.3626,11.6365,5.8497,6.6674,1.3209,20.8,7.63,29.2,7.5,63.3,1,"커피-음료","사근동"
"8D7C69A199","2023-02-01",4,5,3,3,6,21.3,47.6,50.1,11.2,1,47.7477,52.3523,47.1,28.3,13.7,7.4,3.6,22.4667,13.4991,6.5349,3.5298,1.7172,24.6333,14.8009,7.1651,3.8702,1.8828,20.95,7.03,11.8,23.5,64.7,1,"커피-음료","성수2가제3동"
"90AFF4E6B1","2024-09-01",4,3,4,4,2,126.5,98.2,17.7,13.7,1,61.1611,38.9389,58.9,25.2,6.6,8.2,1.2,35.9879,15.3972,4.0326,5.0102,0.7332,22.9121,9.8028,2.5674,3.1898,0.4668,5.57,6.49,30,5,65,1,"호프-간이주점","사근동"
"AD57E72BC9","2023-12-01",3,2,1,1,4,295.4,772.1,5.7,17.3,1,26.5,73.5,54,27,7.7,8.3,3,14.31,7.155,2.0405,2.1995,0.795,39.69,19.845,5.6595,6.1005,2.205,16.81,8.65,10.4,7.7,81.9,1,"커피-음료","성수2가제3동"
"BA01E62E84","2023-06-01",2,1,2,2,2,543.4,212.8,1.4,16.9,1,50.0499,49.8501,2.6,9.5,20.8,31.7,35.3,1.3026,4.7595,10.4208,15.8817,17.6853,1.2974,4.7405,10.3792,15.8183,17.6147,20.81,7.41,48.4,4.5,47.1,1,"한식음식점","금호2.3가동"
"BA01E62E84","2023-05-01",2,1,2,2,2,540.6,195.1,1.4,17.1,1,50.5494,49.3506,2.6,9.5,20.5,31.7,35.6,1.3156,4.807,10.373,16.0402,18.0136,1.2844,4.693,10.127,15.6598,17.5864,22.09,7.13,44.3,11.4,44.3,1,"한식음식점","금호2.3가동"
"BE8BE0B9CF","2023-11-01",4,4,2,3,5,43.2,234.3,38.3,17.5,1,29.3706,70.5294,13.8,28.4,36,14.9,6.8,4.0572,8.3496,10.584,4.3806,1.9992,9.7428,20.0504,25.416,10.5194,4.8008,38.72,4.34,58.9,6.8,34.2,1,"커피-음료","옥수동"
"BE8BE0B9CF","2024-12-01",4,4,3,3,5,41.4,70,35.4,18,1,28.7712,71.1288,10,21,39,18,11.9,2.88,6.048,11.232,5.184,3.4272,7.12,14.952,27.768,12.816,8.4728,39.21,3.96,45.5,13.6,40.9,1,"커피-음료","옥수동"
"BECBEDC4A9","2023-08-01",4,2,4,4,1,200.3,44.2,6.8,19.4,1,44.044,56.056,20,45.1,18.1,11.3,5.6,8.8,19.844,7.964,4.972,2.464,11.2,25.256,10.136,6.328,3.136,4.98,5.54,10.7,0,89.3,1,"양식음식점","금호1가동"
"BFC08ED8B3","2024-01-01",4,1,2,2,3,348.6,235.2,3.4,17.5,1,65.9,34.1,19.5,21.1,20.2,25.3,13.9,12.8505,13.9049,13.3118,16.6727,9.1601,6.6495,7.1951,6.8882,8.6273,4.7399,25.91,6.83,56.8,5.4,37.8,1,"한식음식점","왕십리도선동"
"F7AB2719E7","2023-02-01",3,5,5,5,1,7.4,1.4,61.9,15.5,1,100,0,0,7.1,14.3,28.6,50,0,7.1,14.3,28.6,50,0,0,0,0,0,58.33,8.33,100,0,0,1,"한식음식점","성수2가제1동"
"08336C3B85","2024-07-01",3,3,2,2,4,125.9,218.1,9.8,17.3,1,63.1368,36.7632,22.5,31.8,21.2,16.3,8.1,14.22,20.0976,13.3984,10.3016,5.1192,8.28,11.7024,7.8016,5.9984,2.9808,34.7,3.05,9.3,47.2,43.5,0,"한식음식점","성수1가제2동"
"09B5A19D91","2023-12-01",3,3,5,4,1,71.8,31.5,20.9,12.3,0,44.0559,55.8441,12,59.3,19.4,4.6,4.6,5.292,26.1513,8.5554,2.0286,2.0286,6.708,33.1487,10.8446,2.5714,2.5714,7.96,10.62,8.3,0,91.7,1,"호프-간이주점","금호4가동"
"09B5A19D91","2024-05-01",3,3,5,5,1,75.3,25.9,22.2,15.8,0,45.7542,54.1458,13.2,57.5,24.5,3.8,0.9,6.0456,26.335,11.221,1.7404,0.4122,7.1544,31.165,13.279,2.0596,0.4878,8.26,8.26,33.3,0,66.7,1,"호프-간이주점","금호4가동"
"104031A6C2","2023-12-01",4,6,6,6,6,0,0,54.2,12.2,1,53.0469,46.8531,0,8.3,20.8,45.8,25,0,4.4073,11.0448,24.3198,13.275,0,3.8927,9.7552,21.4802,11.725,10.53,0,NA,NA,NA,1,"육류판매","마장동"
"104031A6C2","2024-03-01",4,6,6,6,6,0,0,59.2,12.1,1,21.3213,78.7787,5.6,11.1,5.6,50,27.8,1.1928,2.3643,1.1928,10.65,5.9214,4.4072,8.7357,4.4072,39.35,21.8786,13.33,0,NA,NA,NA,1,"육류판매","마장동"
"1F369B9364","2023-09-01",4,1,2,2,2,700.6,426.1,0.5,20.8,1,35.5,64.5,59.1,26,6,7.3,1.6,20.9805,9.23,2.13,2.5915,0.568,38.1195,16.77,3.87,4.7085,1.032,3.51,5.54,6.6,6.2,87.2,1,"한식음식점","성수2가제3동"
"2358FEB402","2024-07-01",2,1,3,3,1,392.9,86.6,1.4,12.1,1,76.1,23.9,7.7,26.5,20.7,25,20.1,5.8597,20.1665,15.7527,19.025,15.2961,1.8403,6.3335,4.9473,5.975,4.8039,13.6,6.18,16.3,4.7,79.1,1,"육류판매","마장동"
"2358FEB402","2024-05-01",2,1,3,3,1,402.5,90.3,1.3,12.3,1,76.4,23.6,6.7,26.6,21.4,25.6,19.7,5.1188,20.3224,16.3496,19.5584,15.0508,1.5812,6.2776,5.0504,6.0416,4.6492,13.1,6.61,13.8,10.3,75.9,1,"육류판매","마장동"
"2358FEB402","2024-12-01",2,1,3,3,1,443.1,98.3,1.8,11.1,1,74.7747,25.3253,7.4,24,20.4,28.4,19.9,5.5278,17.928,15.2388,21.2148,14.8653,1.8722,6.072,5.1612,7.1852,5.0347,16.21,7.95,11.9,8.5,79.7,1,"육류판매","마장동"
"2358FEB402","2024-01-01",2,1,3,3,1,506.9,103.3,1.2,12.4,1,77.6,22.4,6.7,26.2,22,24.9,20.2,5.1992,20.3312,17.072,19.3224,15.6752,1.5008,5.8688,4.928,5.5776,4.5248,13.38,7.59,12.9,3.2,83.9,1,"육류판매","마장동"
"241A9CFA07","2023-05-01",4,6,6,6,6,0,0,56.8,0.6,1,19,81,0.8,4.8,12,25.6,56.8,0.152,0.912,2.28,4.864,10.792,0.648,3.888,9.72,20.736,46.008,18.26,0,NA,NA,NA,1,"수산물판매","행당제2동"
"48731DE9B9","2023-05-01",2,3,1,1,5,190.2,342.2,14,9.5,1,65.1,34.9,71.1,11.5,6.5,8.2,2.7,46.2861,7.4865,4.2315,5.3382,1.7577,24.8139,4.0135,2.2685,2.8618,0.9423,35.42,7.79,48.4,3.3,48.4,1,"치킨전문점","사근동"
"4FF64DE415","2023-11-01",2,1,3,3,2,448.5,244.9,2.4,19.4,0,54.054,46.046,7,20.5,31.1,19.5,22,3.78,11.07,16.794,10.53,11.88,3.22,9.43,14.306,8.97,10.12,22.39,6.07,64.2,5.5,30.3,1,"한식음식점","금호2.3가동"
"57B4E2F996","2023-05-01",3,5,5,5,3,9.2,8.2,64.4,17.1,1,66.6666,33.4334,14.7,14.7,11.8,32.4,26.5,9.7902,9.7902,7.8588,21.5784,17.649,4.9098,4.9098,3.9412,10.8216,8.851,15.87,6.35,40,40,20,1,"한식음식점","왕십리도선동"
"61472439B5","2023-06-01",3,6,6,6,6,0,0,87.7,16.9,1,69.8,30.2,17.4,26.1,13,0,43.5,12.1452,18.2178,9.074,0,30.363,5.2548,7.8822,3.926,0,13.137,18.18,0,NA,NA,NA,1,"커피-음료","성수2가제3동"
"61472439B5","2023-05-01",3,6,6,6,6,0,0,86.5,17.1,1,74.6253,25.2747,12.1,30.3,21.2,3,33.3,9.0387,22.6341,15.8364,2.241,24.8751,3.0613,7.6659,5.3636,0.759,8.4249,20,0,NA,NA,NA,1,"커피-음료","성수2가제3동"
"6ED7CA8900","2023-11-01",5,6,6,6,6,0,0,63.7,19.1,1,27,73,45.7,42.9,5.7,5.7,0,12.339,11.583,1.539,1.539,0,33.361,31.317,4.161,4.161,0,0,0,NA,NA,NA,1,"양식음식점","성수1가제1동"
"6ED7CA8900","2024-04-01",5,6,6,6,6,0,0,77.6,19.7,1,26.3,73.7,37.5,37.5,12.5,12.5,0,9.8625,9.8625,3.2875,3.2875,0,27.6375,27.6375,9.2125,9.2125,0,0,0,NA,NA,NA,1,"양식음식점","성수1가제1동"
"730E4C7574","2024-10-01",6,6,5,4,6,1.6,17.4,67.3,17.1,1,30.8308,69.2692,28.9,8.9,28.9,17.8,15.6,8.9012,2.7412,8.9012,5.4824,4.8048,19.9988,6.1588,19.9988,12.3176,10.7952,6.98,27.91,83.3,0,16.7,1,"한식음식점","행당제1동"
"7E63F9E0CF","2024-10-01",5,6,5,5,6,1.9,3.7,62.7,14.2,1,25.5,74.5,37.7,42.5,6.9,9.7,3.2,9.6135,10.8375,1.7595,2.4735,0.816,28.0865,31.6625,5.1405,7.2265,2.384,17.28,3.7,44.4,11.1,44.4,1,"커피-음료","성수1가제2동"
"81E3DAF03B","2023-04-01",3,6,6,6,6,0,0,98,16.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"한식음식점","성수2가제1동"
"8939E02566","2024-08-01",4,3,4,4,1,106.5,28.3,17.7,18.5,1,57.615,42.585,28.6,48,13.3,7.7,2.6,16.445,27.6,7.6475,4.4275,1.495,12.155,20.4,5.6525,3.2725,1.105,9.39,7.51,12.5,0,87.5,1,"일식음식점","성수1가제1동"
"8939E02566","2023-10-01",5,2,4,4,1,139.3,34.8,11.3,18.8,1,46.4,53.6,40.4,40.4,11.1,6.3,1.8,18.7456,18.7456,5.1504,2.9232,0.8352,21.6544,21.6544,5.9496,3.3768,0.9648,3.74,6.32,0,16.7,83.3,1,"일식음식점","성수1가제1동"
"8939E02566","2023-03-01",5,2,4,4,1,138,33.1,12.1,16.8,1,49.7497,50.3503,43.9,42.7,7.5,4.2,1.8,21.8183,21.2219,3.7275,2.0874,0.8946,22.0817,21.4781,3.7725,2.1126,0.9054,3.14,7.14,3.8,7.7,88.5,1,"일식음식점","성수1가제1동"
"8939E02566","2024-07-01",4,3,5,4,1,83.2,17.6,17.6,18.5,1,57.2572,42.8428,29.9,46.3,12.9,8,3,17.1028,26.4836,7.3788,4.576,1.716,12.7972,19.8164,5.5212,3.424,1.284,8.26,5.5,11.1,11.1,77.8,1,"일식음식점","성수1가제1동"
"8DD2137D28","2023-04-01",4,3,4,4,1,111,32.5,9.4,21.9,1,36.2,63.8,29.8,49.2,13.9,4.2,2.9,10.7876,17.8104,5.0318,1.5204,1.0498,19.0124,31.3896,8.8682,2.6796,1.8502,3.96,5.18,11.8,0,88.2,1,"호프-간이주점","성수2가제3동"
"9042A5401C","2023-01-01",4,6,6,6,6,0,0,91.8,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"커피-음료","용답동"
"90AFF4E6B1","2024-05-01",4,3,4,4,2,127.8,104,14,13.2,1,63.4,36.6,58.6,25.2,7.1,7,2.1,37.1524,15.9768,4.5014,4.438,1.3314,21.4476,9.2232,2.5986,2.562,0.7686,6.18,6.66,17.4,6.5,76.1,1,"호프-간이주점","사근동"
"97BB136954","2023-03-01",4,1,3,3,2,457.2,146.3,1.9,15.9,1,62.6,37.4,39.7,36.3,10.6,10.9,2.5,24.8522,22.7238,6.6356,6.8234,1.565,14.8478,13.5762,3.9644,4.0766,0.935,10.32,6.85,24,7.7,68.3,1,"한식음식점","행당제1동"
"97BB136954","2023-10-01",4,1,3,3,2,459,147.7,1.7,17,1,60.4395,39.4605,36.8,37.8,11.4,10.8,3.1,22.264,22.869,6.897,6.534,1.8755,14.536,14.931,4.503,4.266,1.2245,10.27,7.05,26.4,6.6,67,1,"한식음식점","행당제1동"
"A0EB1A75A7","2023-12-01",4,6,6,6,6,0,0,93.8,17.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"한식음식점","성수2가제1동"
"AC38610082","2024-08-01",3,3,4,5,1,160.4,24.4,14.1,17.1,1,97.4025,2.4975,7.1,34.7,34.7,17.3,6.1,6.9225,33.8325,33.8325,16.8675,5.9475,0.1775,0.8675,0.8675,0.4325,0.1525,22.22,9.52,12.5,37.5,50,1,"호프-간이주점","성수2가제3동"
"AC38610082","2023-10-01",3,3,4,4,1,125.2,31.7,9.8,17,1,98.9,1.1,3.7,40.4,35.8,12.8,7.3,3.6593,39.9556,35.4062,12.6592,7.2197,0.0407,0.4444,0.3938,0.1408,0.0803,40.3,10.45,50,0,50,1,"호프-간이주점","성수2가제3동"
"AC38610082","2023-12-01",3,3,4,5,1,150.5,30.8,10.7,17.3,1,98.5,1.5,3.9,35,38.8,12.6,9.7,3.8415,34.475,38.218,12.411,9.5545,0.0585,0.525,0.582,0.189,0.1455,37.7,1.64,60,0,40,1,"호프-간이주점","성수2가제3동"
"AD57E72BC9","2023-01-01",3,2,1,1,4,345.9,824.7,4.1,14.8,1,27.972,71.928,58.3,24,7.2,7.8,2.6,16.324,6.72,2.016,2.184,0.728,41.976,17.28,5.184,5.616,1.872,17.55,7.95,10.8,8.2,81,1,"커피-음료","성수2가제3동"
"B2B0A6FE69","2024-12-01",3,2,3,3,3,136.4,161.9,11.4,11.1,1,34.3,65.7,3.3,19.9,23.4,26.5,26.9,1.1319,6.8257,8.0262,9.0895,9.2267,2.1681,13.0743,15.3738,17.4105,17.6733,41.35,6.59,72.4,4.8,22.9,1,"육류판매","왕십리도선동"
"BE795585AC","2023-10-01",4,1,1,1,3,709.1,623.7,0.6,17,0,45.3,54.7,44.5,28.4,15.4,9.7,2,20.1585,12.8652,6.9762,4.3941,0.906,24.3415,15.5348,8.4238,5.3059,1.094,8.12,7.07,6,14.7,79.3,1,"분식전문점","성수2가제3동"
"BFC08ED8B3","2024-06-01",6,3,4,3,3,117.5,71.2,3.8,17.3,1,65.3346,34.5654,19.1,19.9,22,25.3,13.6,12.4914,13.0146,14.388,16.5462,8.8944,6.6086,6.8854,7.612,8.7538,4.7056,25.1,2.83,50,7.4,42.6,1,"한식음식점","왕십리도선동"
"C530609FDA","2024-10-01",4,3,3,3,3,101.6,123.7,18,18.9,1,65.2347,34.6653,67.1,22.8,3.6,5.8,0.6,43.8163,14.8884,2.3508,3.7874,0.3918,23.2837,7.9116,1.2492,2.0126,0.2082,12.71,15.59,35.9,3.1,60.9,1,"한식음식점","사근동"
"C8BFE622A5","2024-10-01",5,6,6,6,6,0,0,88.2,17.1,1,28.2,71.8,62.5,25,0,12.5,0,17.625,7.05,0,3.525,0,44.875,17.95,0,8.975,0,0,0,NA,NA,NA,1,"한식음식점","성수2가제1동"
"CB17914E57","2024-05-01",5,1,1,1,3,418.5,780.1,3.9,18.8,1,37.5624,62.3376,61.2,18.5,8.3,10.3,1.6,23.0112,6.956,3.1208,3.8728,0.6016,38.1888,11.544,5.1792,6.4272,0.9984,10.48,11.4,5.7,6.5,87.8,1,"일식음식점","성수2가제3동"
"D488494DEF","2024-03-01",3,6,6,6,6,0,0,48.1,12.1,1,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,NA,NA,NA,1,"육류판매","마장동"
"D488494DEF","2023-11-01",3,6,6,6,6,0,0,55.6,12.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,1,"육류판매","마장동"
"D63B351295","2023-07-01",3,2,2,2,4,147.5,201.8,12.2,17.3,1,71.5,28.5,13.5,18.4,20.2,24,23.9,9.6525,13.156,14.443,17.16,17.0885,3.8475,5.244,5.757,6.84,6.8115,33.27,6.05,56.9,15.3,27.7,1,"중식음식점","행당제1동"
"E476C4A851","2023-07-01",4,3,2,3,5,79.2,309.8,20.4,17,1,41.6583,58.2417,31.2,40.2,19.6,5.7,3.2,13.0104,16.7634,8.1732,2.3769,1.3344,18.1896,23.4366,11.4268,3.3231,1.8656,45.83,5.61,14.2,40.6,45.3,1,"한식음식점","성수2가제3동"
"E6738F086C","2024-12-01",4,5,4,4,5,10.9,16.3,65.1,15.7,1,45.2,54.8,13.3,31.8,27.6,18.2,9.1,6.0116,14.3736,12.4752,8.2264,4.1132,7.2884,17.4264,15.1248,9.9736,4.9868,33.33,9.77,40,12,48,1,"제과점","성수2가제1동"
"F27FC18E41","2023-05-01",5,3,4,4,2,120.9,100.3,22.3,9.8,1,63.1368,36.7632,17.9,44.8,26,7.6,3.6,11.3128,28.3136,16.432,4.8032,2.2752,6.5872,16.4864,9.568,2.7968,1.3248,26.11,10.56,25,0,75,1,"호프-간이주점","왕십리도선동"
"F2B2CFC24F","2023-08-01",6,6,6,6,6,0,0,91.5,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"패스트푸드점","행당제2동"
"F7AB2719E7","2023-08-01",3,6,6,6,6,0,0,65.6,17,1,100.1,0,0,5.3,15.8,15.8,63.2,0,5.3,15.8,15.8,63.2,0,0,0,0,0,75,0,NA,NA,NA,1,"한식음식점","성수2가제1동"
"09B5A19D91","2023-10-01",4,4,5,5,1,43,10.1,21,20.4,0,41.2,58.8,9.3,63.9,15.7,6.5,4.6,3.8316,26.3268,6.4684,2.678,1.8952,5.4684,37.5732,9.2316,3.822,2.7048,8.04,5.36,60,0,40,1,"호프-간이주점","금호4가동"
"104031A6C2","2023-11-01",4,6,6,6,6,0,0,54.1,12.2,1,52.9,47.1,0,8,20,48,24,0,4.232,10.58,25.392,12.696,0,3.768,9.42,22.608,11.304,10,0,NA,NA,NA,1,"육류판매","마장동"
"19DC3A560D","2024-07-01",2,5,4,4,4,34.2,36.2,22.3,7.4,1,29.3706,70.5294,2.7,15.5,20.9,27.1,33.7,0.7938,4.557,6.1446,7.9674,9.9078,1.9062,10.943,14.7554,19.1326,23.7922,32.35,12.35,70,0,30,1,"반찬가게","금호2.3가동"
"19DC3A560D","2024-04-01",2,5,4,4,4,26.2,28.8,20.3,7.5,1,28.028,72.072,1.3,15.5,18.9,24.5,39.9,0.364,4.34,5.292,6.86,11.172,0.936,11.16,13.608,17.64,28.728,38.46,6.92,94.7,0,5.3,1,"반찬가게","금호2.3가동"
"19DC3A560D","2023-12-01",3,5,4,4,4,45.2,47.7,18.7,8.2,1,30.9,69.1,0,17,16.5,23.4,43.1,0,5.253,5.0985,7.2306,13.3179,0,11.747,11.4015,16.1694,29.7821,45.3,9.4,73.9,4.3,21.7,1,"반찬가게","금호2.3가동"
